X,Y
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
1011564.54,437763.9902
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
986877.06,463946.0899
984056.6201,420750.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
990536.06,431004.9199
984860.81,424533.06
1013271,437665.5899
996209.4501,403304.2402
1032485.62,445963.75
1026674.96,435266.0299
1026674.96,435266.0299
1026674.96,435266.0299
1026674.96,435266.0299
1024953.81,446220.5
1016796.06,444423.56
1016796.06,444423.56
1016631.25,451556.81
1016631.25,451556.81
1016631.25,451556.81
1016631.25,451556.81
1027577.82,431234.8999
1027577.82,431234.8999
1027577.82,431234.8999
1027577.82,431234.8999
991966,420437.5
999819.3701,417159.5
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
1006175.5,445738.9701
990125.1099,460175.3399
990125.1099,460175.3399
990125.1099,460175.3399
990125.1099,460175.3399
990125.1099,460175.3399
990125.1099,460175.3399
990125.1099,460175.3399
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
986334.1201,418947.2799
993307.3701,445884
983864.31,420362
983864.31,420362
983864.31,420362
1016801.31,455946.3701
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006058.28,451000.4301
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
1006042.37,453633.6401
997768.25,450022.7799
997768.25,450022.7799
1013896.81,463922.0899
1013896.81,463922.0899
998572.1201,445533.5299
997150.6201,448912.5299
982469.81,429429.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
985359.6201,456038.0801
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
987570.6201,456027.06
1001179.62,424500
1001179.62,424500
989535.3399,440209.6699
989535.3399,440209.6699
989535.3399,440209.6699
1011227.87,440994.0299
1011615.5,456936.06
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
992235.06,446619.6201
1037945.56,447126.3399
1037945.56,447126.3399
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
1019446.62,445909.6099
995493.06,463911.31
1000015.62,451175.31
1000784.69,448934.7001
983559.56,438838.5299
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
1037902.87,451143.4902
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996731.6201,458758.8399
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
999813.25,418481.3399
1008618.37,457615.3399
1008618.37,457615.3399
1008618.37,457615.3399
1041419.56,453790.06
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
1038108.12,429959.1099
992319.6201,446085.8701
992319.6201,446085.8701
992319.6201,446085.8701
992319.6201,446085.8701
992319.6201,446085.8701
992319.6201,446085.8701
992319.6201,446085.8701
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
986660.75,413651.3399
1011389.62,456504.5
1011445.5,459432.3399
997877.1201,424485.56
1025935,410504
1025935,410504
984915.56,437784.56
973011.5,446686.3701
973011.5,446686.3701
999167.1201,453617.5899
996808.06,429008.3399
1000990,447450.0899
1027499.69,436656.31
1030727.87,437798.6201
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1043174.98,451166.1601
1000626.19,450489.06
1005169.25,456218.7001
1005169.25,456218.7001
1005169.25,456218.7001
1005169.25,456218.7001
1005169.25,456218.7001
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1014130.25,445799.7799
1011227.75,436901.6201
990435,455159.56
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
982362.23,459500.4101
990362.8701,467721.56
1022172.31,453397.75
983440.06,433895.8399
1001206.28,450976.1201
1001206.28,450976.1201
1001206.28,450976.1201
1001206.28,450976.1201
1001206.28,450976.1201
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
1009957.78,456330.73
993658.75,415108.5
993658.75,415108.5
993658.75,415108.5
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032733,438490.4199
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1032713.81,440514.46
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
1016566.34,456427.27
993383,447870.0299
1040662.81,438576.0299
999821.8701,426882.6201
990093.7001,463491.25
990093.7001,463491.25
990093.7001,463491.25
1045786.12,436125.1201
999021.5,452773.0299
999021.5,452773.0299
995522,447903.5299
995522,447903.5299
990698.81,422356.8399
997593.25,449177
1027790.5,405714.5299
1027790.5,405714.5299
1031364.31,447478.75
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
1016636.62,451173.21
987026.0299,450686.9199
987026.0299,450686.9199
987026.0299,450686.9199
1024811.37,439547.2799
983483.81,417028.06
1024811.37,439547.2799
985552.25,434315.3399
1039257,447312.0299
1051220.12,435338.8799
990111.31,461884.5
990111.31,461884.5
990111.31,461884.5
990111.31,461884.5
990111.31,461884.5
990111.31,461884.5
996017.5,445586.3599
996017.5,445586.3599
996017.5,445586.3599
990111.31,461884.5
990111.31,461884.5
0,0
997222.06,450286.8399
994940.81,419945.81
1051220.12,435338.8799
1051220.12,435338.8799
1051220.12,435338.8799
1051220.12,435338.8799
990111.31,461884.5
990111.31,461884.5
995462.25,451843.3399
995462.25,451843.3399
1035700.5,427473.6201
1035700.5,427473.6201
987189.6201,442827.5899
987189.6201,442827.5899
987189.6201,442827.5899
